Id,Main,title,Third,Brands,旗舰店,天猫超市,海外旗舰店
974,食品饮料,饼干糕点,肉松饼,葡记,1,1,0
975,食品饮料,饼干糕点,肉松饼,香记,1,1,0
976,食品饮料,饼干糕点,肉松饼,座山牌（泰国）,1,1,0
977,食品饮料,饼干糕点,麻花,良品铺子,1,1,0
978,食品饮料,饼干糕点,麻花,陈昌银,1,1,0
979,食品饮料,饼干糕点,麻花,众望,0,1,0
980,食品饮料,饼干糕点,麻花,津顺祥,1,1,0
981,食品饮料,饼干糕点,麻花,稻香村,1,1,0
982,食品饮料,饼干糕点,麻花,Three Squirrels/三只松鼠,1,1,0
983,食品饮料,饼干糕点,麻花,BE＆CHEERY/百草味,1,1,0
984,食品饮料,饼干糕点,麻花,老街口,1,1,0
985,食品饮料,饼干糕点,麻花,黄老五,1,1,0
986,食品饮料,饼干糕点,麻花,上好旺,1,1,0
987,食品饮料,饼干糕点,麻花,KAM YUEN/甘源,0,1,0
988,食品饮料,饼干糕点,麻花,赵老师,1,1,0
989,食品饮料,饼干糕点,麻花,快乐金谷,0,1,0
990,食品饮料,饼干糕点,麻花,HOW CHIAO/好乔,0,1,0
991,食品饮料,饼干糕点,麻花,mage’s/麦吉士,0,0,0
992,食品饮料,饼干糕点,麻花,我滋我点,0,1,0
993,食品饮料,饼干糕点,麻花,粮悦,1,1,0
994,食品饮料,饼干糕点,麻花,御食园,1,0,0
995,食品饮料,饼干糕点,麻花,锦城记,1,1,0
996,食品饮料,饼干糕点,麻花,姚太太,1,1,0
997,食品饮料,饼干糕点,蛋黄派,达利园,1,1,0
998,食品饮料,饼干糕点,蛋黄派,ORION/好丽友,1,1,1
999,食品饮料,饼干糕点,月饼,展艺,1,0,0
1000,食品饮料,饼干糕点,月饼,新良,1,1,0
1001,食品饮料,饼干糕点,月饼,水妈妈（泰国）,0,1,0
1002,食品饮料,饼干糕点,月饼,上好旺,1,1,0
1003,食品饮料,饼干糕点,月饼,SUGARMAN/舒可曼,1,1,0
1004,食品饮料,饼干糕点,月饼,京日,0,0,0
1005,食品饮料,饼干糕点,沙琪玛,徐福记,1,1,0
1006,食品饮料,饼干糕点,沙琪玛,良品铺子,1,1,0
1007,食品饮料,饼干糕点,沙琪玛,BE＆CHEERY/百草味,1,1,0
1008,食品饮料,饼干糕点,沙琪玛,Three Squirrels/三只松鼠,1,1,0
1009,食品饮料,饼干糕点,沙琪玛,名沙,1,1,0
1010,食品饮料,饼干糕点,沙琪玛,葡记,1,1,0
1011,食品饮料,饼干糕点,沙琪玛,阿尔发,1,1,0
1012,食品饮料,饼干糕点,沙琪玛,JUMPING DRAGON/跳跳龙,1,1,0
1013,食品饮料,饼干糕点,沙琪玛,采芝斋,1,1,0
1014,食品饮料,饼干糕点,沙琪玛,阿芙,1,1,0
1015,食品饮料,饼干糕点,沙琪玛,乐奈,1,1,0
1016,食品饮料,饼干糕点,沙琪玛,太祖,1,1,0
1017,食品饮料,饼干糕点,凤梨酥,徐福记,1,1,0
1018,食品饮料,饼干糕点,凤梨酥,凤小酥,0,1,0
1019,食品饮料,饼干糕点,凤梨酥,Three Squirrels/三只松鼠,1,1,0
1020,食品饮料,饼干糕点,凤梨酥,BE＆CHEERY/百草味,1,1,0
1021,食品饮料,饼干糕点,凤梨酥,Royal Family/皇族,1,1,0
1022,食品饮料,饼干糕点,凤梨酥,Tctc/踢克踏克食品,0,1,0
1023,食品饮料,饼干糕点,凤梨酥,AJI,1,1,0
1024,食品饮料,饼干糕点,凤梨酥,MACAU LAI KEI BAKERY/澳门礼记饼家,1,1,0
1025,食品饮料,饼干糕点,凤梨酥,OCTOBER FIFTH BAKERY/十月初五饼家,1,1,0
1026,食品饮料,饼干糕点,凤梨酥,Peppito,1,1,0
1027,食品饮料,牛奶乳品,常温奶,memilk,1,1,0
1028,食品饮料,牛奶乳品,常温奶,伊利,1,1,0
1029,食品饮料,牛奶乳品,常温奶,卓德,1,1,0
1030,食品饮料,牛奶乳品,常温奶,兰雀,1,1,0
1031,食品饮料,牛奶乳品,常温奶,怡美特（德国）,1,1,0
1032,食品饮料,牛奶乳品,常温奶,德亚,1,1,0
1033,食品饮料,牛奶乳品,常温奶,君乐宝,1,1,0
1034,食品饮料,牛奶乳品,常温奶,光明,1,1,0
1035,食品饮料,牛奶乳品,常温奶,蒙牛,1,1,0
1036,食品饮料,牛奶乳品,常温奶,SUKI/多美鲜,1,1,0
1037,食品饮料,牛奶乳品,常温奶,科迪（食品）,1,0,0
1038,食品饮料,牛奶乳品,常温奶,Kong WENG/港荣,1,1,0
1039,食品饮料,牛奶乳品,乳饮料,吾尚,1,1,0
1040,食品饮料,牛奶乳品,乳饮料,Vitasoy/维他奶,1,1,0
1041,食品饮料,牛奶乳品,乳饮料,豆本豆,1,1,0
1042,食品饮料,牛奶乳品,乳饮料,旺旺,1,1,0
1043,食品饮料,牛奶乳品,乳饮料,蒙牛,1,1,0
1044,食品饮料,牛奶乳品,乳饮料,达利园,1,1,0
1045,食品饮料,牛奶乳品,乳饮料,伊利,1,1,0
1046,食品饮料,牛奶乳品,乳饮料,谷粒谷力,1,1,0
1047,食品饮料,牛奶乳品,乳饮料,李子园,1,1,0
1048,食品饮料,牛奶乳品,乳饮料,六个核桃,1,1,0
1049,食品饮料,牛奶乳品,乳饮料,Vamino/哇米诺,1,1,0
1050,食品饮料,牛奶乳品,乳饮料,WAHAHA/娃哈哈,1,1,0
1051,食品饮料,牛奶乳品,乳饮料,悠小君,0,1,0
1052,食品饮料,牛奶乳品,乳饮料,Binggrae/宾格瑞,1,1,0
1053,食品饮料,牛奶乳品,乳饮料,维娜乳业（越南）,0,1,0
1054,食品饮料,牛奶乳品,乳饮料,YUTAGON/优他多,0,1,0
1055,食品饮料,牛奶乳品,乳饮料,祖名,1,1,0
1056,食品饮料,牛奶乳品,乳饮料,小样,1,1,1
1057,食品饮料,牛奶乳品,乳饮料,国农（台湾）,1,1,0
1058,食品饮料,牛奶乳品,乳饮料,JUKU JUKU,1,1,0
1059,食品饮料,牛奶乳品,儿童奶,伊利,1,1,0
1060,食品饮料,牛奶乳品,儿童奶,蒙牛,1,1,0
1061,食品饮料,牛奶乳品,儿童奶,The land/纽仕兰,1,1,0
1062,食品饮料,牛奶乳品,儿童奶,WAHAHA/娃哈哈,1,1,0
1063,食品饮料,牛奶乳品,儿童奶,安佳,1,1,1
1064,食品饮料,牛奶乳品,儿童奶,圣牧全程,1,1,0
1065,食品饮料,牛奶乳品,儿童奶,德亚,1,1,0
1066,食品饮料,牛奶乳品,儿童奶,小样,1,1,1
1067,食品饮料,牛奶乳品,儿童奶,NEW HOPE/新希望,1,1,0
1068,食品饮料,牛奶乳品,儿童奶,李子园,1,1,0
1069,食品饮料,牛奶乳品,儿童奶,SUKI/多美鲜,1,1,0
1070,食品饮料,牛奶乳品,儿童奶,memilk,1,1,0
1071,食品饮料,牛奶乳品,酸奶,光明,1,1,0
1072,食品饮料,牛奶乳品,酸奶,蒙牛,1,1,0
1073,食品饮料,牛奶乳品,酸奶,伊利,1,1,0
1074,食品饮料,牛奶乳品,酸奶,德亚,1,1,0
1075,食品饮料,牛奶乳品,酸奶,三元,1,1,0
1076,食品饮料,牛奶乳品,酸奶,君乐宝,1,1,0
1077,食品饮料,牛奶乳品,酸奶,NEW HOPE/新希望,1,1,0
1078,食品饮料,牛奶乳品,酸奶,易果生鲜,1,0,0
1079,食品饮料,牛奶乳品,酸奶,卓德,1,1,0
1080,食品饮料,牛奶乳品,酸奶,安佳,1,1,1
1081,食品饮料,牛奶乳品,酸奶,Meiji/明治,1,1,0
1082,食品饮料,牛奶乳品,酸奶,Nestle/雀巢,0,1,0
1083,食品饮料,牛奶乳品,酸奶,圣牧全程,1,1,0
1084,食品饮料,牛奶乳品,酸奶,完达山,1,1,0
1085,食品饮料,牛奶乳品,酸奶,WAHAHA/娃哈哈,1,1,0
1086,食品饮料,牛奶乳品,酸奶,维维,1,1,0
1087,食品饮料,牛奶乳品,酸奶,阿贝多,0,1,0
1088,食品饮料,牛奶乳品,酸奶,SUKI/多美鲜,1,1,0
1089,食品饮料,牛奶乳品,酸奶,菲仕利,1,1,0
1090,食品饮料,牛奶乳品,酸奶,memilk,1,1,0
1091,食品饮料,牛奶乳品,豆奶,维维,1,1,0
1092,食品饮料,牛奶乳品,豆奶,Vitasoy/维他奶,1,1,0
1093,食品饮料,牛奶乳品,豆奶,豆本豆,1,1,0
1094,食品饮料,牛奶乳品,豆奶,Yon Ho/永和豆浆,1,1,0
1095,食品饮料,牛奶乳品,豆奶,蒙牛,1,1,0
1096,食品饮料,牛奶乳品,豆奶,力大狮（泰国）,1,1,0
1097,食品饮料,牛奶乳品,豆奶,祖名,1,1,0
1098,食品饮料,牛奶乳品,豆奶,冰泉,1,1,1
1099,食品饮料,牛奶乳品,豆奶,黑牛,1,1,0
1100,食品饮料,牛奶乳品,豆奶,福事多,1,1,0
1101,食品饮料,牛奶乳品,豆奶,Ovaltine/阿华田,1,1,0
1102,食品饮料,牛奶乳品,豆奶,维他,1,1,0
1103,食品饮料,牛奶乳品,低脂奶,蒙牛,1,1,0
1104,食品饮料,牛奶乳品,低脂奶,伊利,1,1,0
1105,食品饮料,牛奶乳品,低脂奶,The land/纽仕兰,1,1,0
1106,食品饮料,牛奶乳品,低脂奶,好沃德（德国）,1,1,0
1107,食品饮料,牛奶乳品,低脂奶,德亚,1,1,0
1108,食品饮料,牛奶乳品,低脂奶,NEW HOPE/新希望,1,1,0
1109,食品饮料,牛奶乳品,低脂奶,valio,1,1,1
1110,食品饮料,牛奶乳品,低脂奶,兰诺斯（澳大利亚）,0,1,0
1111,食品饮料,牛奶乳品,低脂奶,卓德,1,1,0
1112,食品饮料,牛奶乳品,低脂奶,SUKI/多美鲜,1,1,0
1113,食品饮料,牛奶乳品,低脂奶,圣牧全程,1,1,0
1114,食品饮料,牛奶乳品,低脂奶,SUNSIDES/上质,1,1,0
1115,食品饮料,牛奶乳品,全脂奶,蒙牛,1,1,0
1116,食品饮料,牛奶乳品,全脂奶,伊利,1,1,0
1117,食品饮料,牛奶乳品,全脂奶,Flevomel/风车牧场,1,1,0
1118,食品饮料,牛奶乳品,全脂奶,安佳,1,1,1
1119,食品饮料,牛奶乳品,全脂奶,德亚,1,1,0
1120,食品饮料,牛奶乳品,全脂奶,DEVONDALE/德运,1,1,1
1121,食品饮料,牛奶乳品,全脂奶,Nestle/雀巢,0,1,0
1122,食品饮料,牛奶乳品,全脂奶,荷兰乳牛,1,1,0
1123,食品饮料,牛奶乳品,全脂奶,valio,1,1,1
1124,食品饮料,牛奶乳品,全脂奶,德质（德国）,0,1,0
1125,食品饮料,牛奶乳品,全脂奶,maxigenes/美可卓,1,1,1
1126,食品饮料,牛奶乳品,全脂奶,Arla/爱氏晨曦,1,1,0
1127,食品饮料,牛奶乳品,全脂奶,The land/纽仕兰,1,1,0
1128,食品饮料,牛奶乳品,全脂奶,Karivita/卡瑞特兹,1,1,0
1129,食品饮料,牛奶乳品,全脂奶,mukki,1,1,0
1130,食品饮料,牛奶乳品,全脂奶,三元,1,1,0
1131,食品饮料,牛奶乳品,全脂奶,Globemilk/荷高,1,1,0
1132,食品饮料,牛奶乳品,全脂奶,兰诺斯（澳大利亚）,0,1,0
1133,食品饮料,牛奶乳品,全脂奶,澳牧,1,1,1
1134,食品饮料,牛奶乳品,全脂奶,美羚,1,1,0
1135,食品饮料,牛奶乳品,成人奶粉,DEVONDALE/德运,1,1,1
1136,食品饮料,牛奶乳品,成人奶粉,maxigenes/美可卓,1,1,1
1137,食品饮料,牛奶乳品,成人奶粉,Nestle/雀巢,0,1,0
1138,食品饮料,牛奶乳品,成人奶粉,The land/纽仕兰,1,1,0
1139,食品饮料,牛奶乳品,成人奶粉,安佳,1,1,1
1140,食品饮料,牛奶乳品,成人奶粉,伊利,1,1,0
1141,食品饮料,牛奶乳品,成人奶粉,蒙牛,1,1,0
1142,食品饮料,牛奶乳品,成人奶粉,Anlene/安怡,1,1,0
1143,食品饮料,牛奶乳品,成人奶粉,荷兰乳牛,1,1,0
1144,食品饮料,牛奶乳品,成人奶粉,Flevomel/风车牧场,1,1,0
1145,食品饮料,牛奶乳品,成人奶粉,Globemilk/荷高,1,1,0
1146,食品饮料,牛奶乳品,成人奶粉,Karivita/卡瑞特兹,1,1,0
1147,食品饮料,牛奶乳品,成人奶粉,valio,1,1,1
1148,食品饮料,牛奶乳品,成人奶粉,美羚,1,1,0
1149,食品饮料,牛奶乳品,成人奶粉,银桥,1,1,0
1150,食品饮料,饮料/水,水,农夫山泉,1,1,0
1151,食品饮料,饮料/水,水,怡宝,1,1,0
1152,食品饮料,饮料/水,水,Nestle/雀巢,0,1,0
1153,食品饮料,饮料/水,水,EVERGRANDE SPRING/恒大冰泉,1,1,0
1154,食品饮料,饮料/水,水,Ganten/百岁山,1,1,0
1155,食品饮料,饮料/水,水,Evian/依云,1,1,1
1156,食品饮料,饮料/水,水,Watsons/屈臣氏,1,1,0
1157,食品饮料,饮料/水,水,WAHAHA/娃哈哈,1,1,0
1158,食品饮料,饮料/水,水,Perrier/巴黎水,1,1,1
1159,食品饮料,饮料/水,水,天地精华,1,1,0
1160,食品饮料,饮料/水,水,名仁,1,1,0
1161,食品饮料,饮料/水,水,昆仑山,1,1,0
1162,食品饮料,饮料/水,水,CHANDO/自然堂,1,1,0
1163,食品饮料,饮料/水,水,PECHOIN/百雀羚,1,1,0
1164,食品饮料,饮料/水,水,SAN BENEDETTO/圣碧涛,1,1,0
1165,食品饮料,饮料/水,水,Opera/娥佩兰,1,1,1
1166,食品饮料,饮料/水,水,Olay/玉兰油,1,1,1
1167,食品饮料,饮料/水,水,WETHERM/温碧泉,1,1,0
1168,食品饮料,饮料/水,水,三利,1,1,0
1169,食品饮料,饮料/水,果蔬饮料,汇源,1,1,0
1170,食品饮料,饮料/水,果蔬饮料,酷椰屿,1,1,0
1171,食品饮料,饮料/水,果蔬饮料,芬特乐（塞浦路斯）,0,1,0
1172,食品饮料,饮料/水,果蔬饮料,普瑞达（塞浦路斯）,0,1,0
1173,食品饮料,饮料/水,果蔬饮料,UFC牌（泰国）,0,1,0
1174,食品饮料,饮料/水,果蔬饮料,Chumei/趣味,0,1,0
1175,食品饮料,饮料/水,果蔬饮料,王小芒,1,1,0
1176,食品饮料,饮料/水,果蔬饮料,意文（意大利）,0,1,0
1177,食品饮料,饮料/水,果蔬饮料,jaxcoco/珏士高,0,1,0
1178,食品饮料,饮料/水,果蔬饮料,CHABAA,0,1,0
1179,食品饮料,饮料/水,果蔬饮料,悠采,1,1,0
1180,食品饮料,饮料/水,果蔬饮料,Dr．Herbs/禾博士,1,0,0
1181,食品饮料,饮料/水,果蔬饮料,统一,1,1,1
1182,食品饮料,饮料/水,果蔬饮料,黄小帅,1,1,0
1183,食品饮料,饮料/水,果蔬饮料,祺贵妃,0,1,0
1184,食品饮料,饮料/水,果蔬饮料,九日,1,1,0
1185,食品饮料,饮料/水,果蔬饮料,唯他可可（马来西亚）,1,1,0
1186,食品饮料,饮料/水,果蔬饮料,S&W/优实,0,1,0
1187,食品饮料,饮料/水,果蔬饮料,易果生鲜,1,0,0
1188,食品饮料,饮料/水,茶饮料,王老吉,1,1,0
1189,食品饮料,饮料/水,茶饮料,维他,1,1,0
1190,食品饮料,饮料/水,茶饮料,统一,1,1,1
1191,食品饮料,饮料/水,茶饮料,JDB/加多宝,1,1,0
1192,食品饮料,饮料/水,茶饮料,达利园,1,1,0
1193,食品饮料,饮料/水,茶饮料,Ten Wow/天喔,1,1,0
1194,食品饮料,饮料/水,茶饮料,康师傅,1,1,0
1195,食品饮料,饮料/水,茶饮料,SUNTORY/三得利,1,1,1
1196,食品饮料,饮料/水,茶饮料,ITO EN/伊藤园,1,1,1
1197,食品饮料,饮料/水,茶饮料,盼盼,1,1,0
1198,食品饮料,饮料/水,茶饮料,XIANG PIAOA/香飘飘,1,1,0
1199,食品饮料,饮料/水,茶饮料,starbucks/星巴克,1,1,0
1200,食品饮料,饮料/水,碳酸饮料,百事可乐,1,1,0
1201,食品饮料,饮料/水,碳酸饮料,Coca－Cola/可口可乐,1,1,0
1202,食品饮料,饮料/水,碳酸饮料,健力宝,1,1,0
1203,食品饮料,饮料/水,碳酸饮料,秋林·格瓦斯,1,1,0
1204,食品饮料,饮料/水,碳酸饮料,北冰洋,1,1,0
1205,食品饮料,饮料/水,碳酸饮料,WAHAHA/娃哈哈,1,1,0
1206,食品饮料,饮料/水,碳酸饮料,宏宝莱,1,1,0
1207,食品饮料,饮料/水,碳酸饮料,名仁,1,1,0
1208,食品饮料,饮料/水,碳酸饮料,OCEAN BOMB,1,1,0
1209,食品饮料,饮料/水,碳酸饮料,bundaberg,1,1,1
1210,食品饮料,饮料/水,功能饮料,Pocari Sweat/宝矿力水特,0,1,0
1211,食品饮料,饮料/水,功能饮料,百事可乐,1,1,0
1212,食品饮料,饮料/水,功能饮料,RedBull/红牛,1,1,1
1213,食品饮料,饮料/水,功能饮料,优珍,1,1,0
1214,食品饮料,饮料/水,功能饮料,MIZONE/脉动,0,1,0
1215,食品饮料,饮料/水,功能饮料,Coca－Cola/可口可乐,1,1,0
1216,食品饮料,饮料/水,功能饮料,中沃,0,1,0
1217,食品饮料,饮料/水,功能饮料,老料,1,0,0
1218,食品饮料,饮料/水,功能饮料,名仁,1,1,0
1219,食品饮料,饮料/水,功能饮料,F6,1,1,1
1220,食品饮料,饮料/水,即饮咖啡,Nestle/雀巢,0,1,0
1221,食品饮料,饮料/水,即饮咖啡,starbucks/星巴克,1,1,0
1222,食品饮料,饮料/水,即饮咖啡,UCC,1,1,1
1223,食品饮料,饮料/水,即饮咖啡,麒麟,1,1,0
1224,食品饮料,饮料/水,即饮咖啡,迪欧,1,1,0
1225,食品饮料,饮料/水,即饮咖啡,MR．BROWN/伯朗,0,1,0
1226,食品饮料,饮料/水,即饮咖啡,卡萨布兰加庄园,0,1,0
1227,食品饮料,饮料/水,即饮咖啡,Alicafe/啡特力,1,1,0
1228,食品饮料,饮料/水,即饮咖啡,家侍欧,1,1,0
1229,食品饮料,饮料/水,酸梅汤,信远斋,1,1,0
1230,食品饮料,饮料/水,酸梅汤,康师傅,1,1,0
1231,食品饮料,饮料/水,酸梅汤,寿全斋,1,1,0
1232,食品饮料,饮料/水,酸梅汤,北冰洋,1,1,0
1233,食品饮料,饮料/水,酸梅汤,佳宝,1,1,0
1234,食品饮料,冲调保健,咖啡,Nestle/雀巢,0,1,0
1235,食品饮料,冲调保健,咖啡,MAXWELL HOUSE/麦斯威尔,1,1,0
1236,食品饮料,冲调保健,咖啡,TRUNG NGUYEN/中原,1,1,0
1237,食品饮料,冲调保健,咖啡,OLDTOWN WHITE/旧街场,1,1,1
1238,食品饮料,冲调保健,咖啡,grandos/格兰特,0,0,0
1239,食品饮料,冲调保健,咖啡,KOPIKO/可比可,1,1,0
1240,食品饮料,冲调保健,咖啡,TASOGARE/隅田川,1,1,0
1241,食品饮料,冲调保健,咖啡,泽合怡保（马来西亚）,1,1,0
1242,食品饮料,冲调保健,咖啡,益昌,1,1,0
1243,食品饮料,冲调保健,咖啡,UCC,1,1,1
1244,食品饮料,冲调保健,咖啡,Illy,1,1,1
1245,食品饮料,冲调保健,咖啡,OWL/猫头鹰,1,1,0
1246,食品饮料,冲调保健,咖啡,Alicafe/啡特力,1,1,0
1247,食品饮料,冲调保健,咖啡,starbucks/星巴克,1,1,0
1248,食品饮料,冲调保健,咖啡,Moccona/摩可纳,1,1,1
1249,食品饮料,冲调保健,咖啡,CEPHEI/奢斐,1,1,0
1250,食品饮料,冲调保健,咖啡,乐维萨（意大利）,1,1,0
1251,食品饮料,冲调保健,咖啡,MOCCA/摩卡,1,1,0
1252,食品饮料,冲调保健,咖啡,MR．BROWN/伯朗,0,1,0
1253,食品饮料,冲调保健,咖啡,春光,1,1,0
1254,食品饮料,冲调保健,奶茶,Lipton/立顿,1,1,0
1255,食品饮料,冲调保健,奶茶,XIANG PIAOA/香飘飘,1,1,0
1256,食品饮料,冲调保健,奶茶,U．Loveit/优乐美,0,1,0
1257,食品饮料,冲调保健,奶茶,益昌,1,1,0
1258,食品饮料,冲调保健,奶茶,3点1刻,1,1,0
1259,食品饮料,冲调保健,奶茶,一楠,1,1,0
1260,食品饮料,冲调保健,奶茶,统一,1,1,1
1261,食品饮料,冲调保健,奶茶,OWL/猫头鹰,1,1,0
1262,食品饮料,冲调保健,奶茶,日东红茶,1,1,1
1263,食品饮料,冲调保健,奶茶,麒麟,1,1,0
1264,食品饮料,冲调保健,奶茶,starbucks/星巴克,1,1,0
1265,食品饮料,冲调保健,奶茶,AHMAD TEA,1,1,0
1266,食品饮料,冲调保健,奶茶,简品100,1,1,0
1267,食品饮料,冲调保健,奶茶,Vitasoy/维他奶,1,1,0
1268,食品饮料,冲调保健,奶茶,金祥麟（新加坡）,1,1,1
1269,食品饮料,冲调保健,奶茶,白沙溪,1,0,0
1270,食品饮料,冲调保健,奶茶,生和堂,1,1,0
1271,食品饮料,冲调保健,奶茶,展艺,1,0,0
1272,食品饮料,冲调保健,奶茶,康师傅,1,1,0
1273,食品饮料,冲调保健,奶茶,Alicafe/啡特力,1,1,0
1274,食品饮料,冲调保健,奶粉,Wyeth/惠氏,1,0,1
1275,食品饮料,冲调保健,奶粉,DEVONDALE/德运,1,1,1
1276,食品饮料,冲调保健,奶粉,Friso/美素佳儿,1,1,1
1277,食品饮料,冲调保健,奶粉,aptamil/爱他美,1,1,1
1278,食品饮料,冲调保健,奶粉,Nestle/雀巢,0,1,0
1279,食品饮料,冲调保健,奶粉,Mead Johnson/美赞臣,1,1,1
1280,食品饮料,冲调保健,奶粉,FIRMUS/飞鹤,1,1,0
1281,食品饮料,冲调保健,奶粉,Nutrilon/诺优能,1,1,1
1282,食品饮料,冲调保健,奶粉,Abbott/雅培,1,1,0
1283,食品饮料,冲调保健,奶粉,伊利,1,1,0
1284,食品饮料,冲调保健,奶粉,maxigenes/美可卓,1,1,1
1285,食品饮料,冲调保健,奶粉,蒙牛,1,1,0
1286,食品饮料,冲调保健,奶粉,安佳,1,1,1
1287,食品饮料,冲调保健,奶粉,BEINGMATE/贝因美,1,1,0
1288,食品饮料,冲调保健,奶粉,The land/纽仕兰,1,1,0
1289,食品饮料,冲调保健,奶粉,荷兰乳牛,1,1,0
1290,食品饮料,冲调保健,奶粉,ENFINITAS/蓝臻,1,1,1
1291,食品饮料,冲调保健,奶粉,君乐宝,1,1,0
1292,食品饮料,冲调保健,奶粉,Flevomel/风车牧场,1,1,0
1293,食品饮料,冲调保健,奶粉,Hipp/喜宝,1,1,1
1294,食品饮料,冲调保健,芝麻糊,Green Max/马玉山,1,1,1
1295,食品饮料,冲调保健,芝麻糊,智力,1,1,0
1296,食品饮料,冲调保健,芝麻糊,多多,1,1,0
1297,食品饮料,冲调保健,芝麻糊,Heroyal/皇麦世家,1,1,0
1298,食品饮料,冲调保健,芝麻糊,大发华精,1,1,0
1299,食品饮料,冲调保健,芝麻糊,福事多,1,1,0
1300,食品饮料,冲调保健,芝麻糊,十月稻田,1,1,0
1301,食品饮料,冲调保健,芝麻糊,黑牛,1,1,0
1302,食品饮料,冲调保健,芝麻糊,辉业,1,1,0
1303,食品饮料,冲调保健,芝麻糊,冰泉,1,1,1
1304,食品饮料,冲调保健,茶叶,西湖,1,1,0
1305,食品饮料,冲调保健,茶叶,LUZHENGHAOTEA/卢正浩,1,1,0
1306,食品饮料,冲调保健,茶叶,艺福堂,1,1,0
1307,食品饮料,冲调保健,茶叶,Lipton/立顿,1,1,0
1308,食品饮料,冲调保健,茶叶,徽六,1,1,0
1309,食品饮料,冲调保健,茶叶,贡苑,1,1,0
1310,食品饮料,冲调保健,茶叶,八马,1,1,0
1311,食品饮料,冲调保健,茶叶,竹叶青,1,1,0
1312,食品饮料,冲调保健,茶叶,忆江南,1,1,0
1313,食品饮料,冲调保健,茶叶,狮井,1,1,0
1314,食品饮料,冲调保健,茶叶,天福茗茶,1,0,0
1315,食品饮料,冲调保健,茶叶,狮峰,1,1,0
1316,食品饮料,冲调保健,茶叶,谢裕大,1,1,0
1317,食品饮料,冲调保健,茶叶,富锦,1,1,0
1318,食品饮料,冲调保健,茶叶,杞里香,1,1,0
1319,食品饮料,冲调保健,茶叶,虎标,1,1,1
1320,食品饮料,冲调保健,茶叶,TWININGS/川宁,1,1,1
1321,食品饮料,冲调保健,茶叶,简品100,1,1,0
1322,食品饮料,冲调保健,茶叶,AHMAD TEA,1,1,0
1323,食品饮料,冲调保健,功能保健,碧生源,1,1,0
1324,食品饮料,冲调保健,功能保健,昂立,1,1,0
1325,食品饮料,冲调保健,蜂产品,福事多,1,1,0
1326,食品饮料,冲调保健,蜂产品,太太,1,0,0
1327,食品饮料,冲调保健,蜂产品,BY－HEALTH/汤臣倍健,1,1,0
1328,食品饮料,冲调保健,蜂产品,九蜂堂,1,1,0
1329,食品饮料,冲调保健,蜂产品,江南蜂王,1,1,0
1330,食品饮料,冲调保健,蜂产品,同仁堂,1,0,0
1331,食品饮料,冲调保健,蜂产品,CONBA/康恩贝,1,1,0
1332,食品饮料,冲调保健,麦片,QUAKER/桂格,0,1,0
1333,食品饮料,冲调保健,麦片,Calbee/卡乐B,0,0,0
1334,食品饮料,冲调保健,麦片,SEAMILD/西麦,1,1,0
1335,食品饮料,冲调保健,麦片,KELLOGG’S/家乐氏,1,1,1
1336,食品饮料,冲调保健,麦片,Nestle/雀巢,0,1,0
1337,食品饮料,冲调保健,麦片,ICA（瑞典）,1,1,0
1338,食品饮料,冲调保健,麦片,jason/捷森,1,1,0
1339,食品饮料,冲调保健,麦片,新康利（澳大利亚）,1,1,1
1340,食品饮料,冲调保健,麦片,福事多,1,1,0
1341,食品饮料,冲调保健,麦片,江中,1,1,0
1342,食品饮料,冲调保健,麦片,多赛特谷（英国）,0,1,0
1343,食品饮料,冲调保健,麦片,Heroyal/皇麦世家,1,1,0
1344,食品饮料,冲调保健,麦片,Ovaltine/阿华田,1,1,0
1345,食品饮料,冲调保健,麦片,智力,1,1,0
1346,食品饮料,冲调保健,麦片,OCAK/欧扎克,1,1,0
1347,食品饮料,冲调保健,麦片,澳诺滋阿诺农场（澳大利亚））,0,0,0
1348,食品饮料,冲调保健,麦片,亨利,1,1,0
1349,食品饮料,冲调保健,麦片,Green Max/马玉山,1,1,1
1350,食品饮料,冲调保健,麦片,Weetabix/维多麦,0,1,0
1351,食品饮料,冲调保健,麦片,澳菲顿（澳大利亚）,1,1,1
1352,食品饮料,冲调保健,减肥,BY－HEALTH/汤臣倍健,1,1,0
1353,食品饮料,冲调保健,减肥,碧生源,1,1,0
1354,食品饮料,冲调保健,减肥,CPT/康比特,1,1,0
1355,食品饮料,冲调保健,减肥,健乐多,1,1,0
1356,食品饮料,冲调保健,保健礼盒,致中和,1,1,0
1357,食品饮料,冲调保健,保健礼盒,东阿阿胶,1,1,0
1358,食品饮料,冲调保健,保健礼盒,太太,1,0,0
1359,食品饮料,冲调保健,保健礼盒,康富来,1,1,0
1360,食品饮料,冲调保健,保健礼盒,脑白金,1,1,0
1361,食品饮料,冲调保健,保健礼盒,BY－HEALTH/汤臣倍健,1,1,0
1362,食品饮料,冲调保健,保健礼盒,CALTRATE/钙尔奇,1,1,1
1363,食品饮料,冲调保健,保健礼盒,EAGLE’S/鹰牌,0,0,0
1364,食品饮料,冲调保健,保健礼盒,CENTRUM/善存,1,1,1
1365,食品饮料,冲调保健,传统滋补,杞里香,1,1,0
1366,食品饮料,冲调保健,传统滋补,鹤王,1,1,0
1367,食品饮料,冲调保健,传统滋补,固本堂,1,1,0
1368,食品饮料,冲调保健,传统滋补,青源堂,1,1,0
