Id,Main,title,Third,Brands,旗舰店,天猫超市,海外旗舰店
2508,粮油副食,厨房调料,火锅调料,德庄,1,1,0
2509,粮油副食,厨房调料,火锅调料,LEE KUM KEE/李锦记,1,1,0
2510,粮油副食,厨房调料,火锅调料,呷哺呷哺,1,1,0
2511,粮油副食,厨房调料,火锅调料,名扬,1,1,0
2512,粮油副食,厨房调料,火锅调料,刘一手,1,1,0
2513,粮油副食,厨房调料,火锅调料,易果生鲜,1,0,0
2514,粮油副食,厨房调料,料酒,HADAY/海天,1,1,0
2515,粮油副食,厨房调料,料酒,老恒和,1,1,0
2516,粮油副食,厨房调料,料酒,恒顺,1,1,0
2517,粮油副食,厨房调料,料酒,鲁花,1,1,0
2518,粮油副食,厨房调料,料酒,千禾,1,1,0
2519,粮油副食,厨房调料,料酒,龙和宽,1,1,0
2520,粮油副食,厨房调料,料酒,塔牌,1,1,0
2521,粮油副食,厨房调料,料酒,古越龙山,1,1,0
2522,粮油副食,厨房调料,料酒,六必居,1,1,0
2523,粮油副食,厨房调料,料酒,老才臣,1,1,0
2524,粮油副食,厨房调料,料酒,博鸿小厨,0,1,0
2525,粮油副食,厨房调料,料酒,厨邦,1,1,0
2526,粮油副食,厨房调料,料酒,Shinho/欣和,1,1,0
2527,粮油副食,厨房调料,料酒,咸亨,1,1,0
2528,粮油副食,厨房调料,料酒,金山寺,1,1,0
2529,粮油副食,厨房调料,八角茴香,吉得利,1,1,0
2530,粮油副食,厨房调料,八角茴香,友加食品,1,1,0
2531,粮油副食,厨房调料,八角茴香,禾煜,0,1,0
2532,粮油副食,厨房调料,芝麻油,金龙鱼,1,1,0
2533,粮油副食,厨房调料,芝麻油,LEE KUM KEE/李锦记,1,1,0
2534,粮油副食,厨房调料,芝麻油,太太乐,1,1,0
2535,粮油副食,厨房调料,芝麻油,鲁花,1,1,0
2536,粮油副食,厨房调料,芝麻油,崔字,1,1,0
2537,粮油副食,厨房调料,芝麻油,老榨坊,0,1,0
2538,粮油副食,厨房调料,芝麻油,胡振兴（新加坡）,0,1,0
2539,粮油副食,厨房调料,芝麻油,NISSIN/日清,1,1,1
2540,粮油副食,厨房调料,芝麻油,九斗碗,1,1,0
2541,粮油副食,厨房调料,烧烤调料,吉得利,1,1,0
2542,粮油副食,厨房调料,烧烤调料,JUMEX/极美滋,1,1,0
2543,粮油副食,厨房调料,烧烤调料,Heinz/亨氏,1,1,1
2544,粮油副食,厨房调料,烧烤调料,HADAY/海天,1,1,0
2545,粮油副食,厨房调料,烧烤调料,McCormick/味好美,0,0,0
2546,粮油副食,厨房调料,烧烤调料,友加食品,1,1,0
2547,粮油副食,厨房调料,烧烤调料,清净园,1,1,1
2548,粮油副食,厨房调料,烧烤调料,LEE KUM KEE/李锦记,1,1,0
2549,粮油副食,厨房调料,烧烤调料,川珍,1,1,0
2550,粮油副食,厨房调料,烧烤调料,七色花语,0,1,0
2551,粮油副食,厨房调料,烧烤调料,FACKELMANN/德国法克曼,1,1,0
2552,粮油副食,厨房调料,烧烤调料,SUGARMAN/舒可曼,1,1,0
2553,粮油副食,厨房调料,烧烤调料,哈奇（日本）,1,1,0
2554,粮油副食,厨房调料,烧烤调料,展艺,1,0,0
2555,粮油副食,厨房调料,烧烤调料,单山,1,1,0
2556,粮油副食,厨房调料,烧烤调料,冠利,1,1,0
2557,粮油副食,菌菇干货,枣类,心中甜,0,1,0
2558,粮油副食,菌菇干货,枣类,好想你,1,1,0
2559,粮油副食,菌菇干货,枣类,楼兰蜜语,1,1,0
2560,粮油副食,菌菇干货,枣类,西域美农,1,1,0
2561,粮油副食,菌菇干货,枣类,美枣王,0,1,0
2562,粮油副食,菌菇干货,枣类,New boundaries/新边界,1,1,0
2563,粮油副食,菌菇干货,枣类,西域良品,1,1,0
2564,粮油副食,菌菇干货,枣类,佳宝,1,1,0
2565,粮油副食,菌菇干货,枣类,边疆情,0,1,0
2566,粮油副食,菌菇干货,枣类,良品铺子,1,1,0
2567,粮油副食,菌菇干货,枣类,秦之恋,0,1,0
2568,粮油副食,菌菇干货,枣类,BE＆CHEERY/百草味,1,1,0
2569,粮油副食,菌菇干货,枣类,长思,1,1,0
2570,粮油副食,菌菇干货,枣类,好牌,1,1,0
2571,粮油副食,菌菇干货,枣类,和田玉枣,1,1,0
2572,粮油副食,菌菇干货,枣类,黄金田园,1,1,0
2573,粮油副食,菌菇干货,枣类,Three Squirrels/三只松鼠,1,1,0
2574,粮油副食,菌菇干货,枣类,思宏,1,1,0
2575,粮油副食,菌菇干货,枣类,淘乡甜,1,1,0
2576,粮油副食,菌菇干货,枣类,兵王的炊事班,1,1,0
2577,粮油副食,菌菇干货,木耳,富昌,1,1,0
2578,粮油副食,菌菇干货,木耳,禾煜,0,1,0
2579,粮油副食,菌菇干货,木耳,盛耳,1,1,0
2580,粮油副食,菌菇干货,木耳,冠莲,1,1,0
2581,粮油副食,菌菇干货,木耳,姚朵朵,1,1,0
2582,粮油副食,菌菇干货,木耳,方家铺子,1,1,0
2583,粮油副食,菌菇干货,木耳,Gaia Farm/盖亚农场,1,1,0
2584,粮油副食,菌菇干货,木耳,金唐,1,1,0
2585,粮油副食,菌菇干货,木耳,五分文,1,1,0
2586,粮油副食,菌菇干货,木耳,燕之坊,1,1,0
2587,粮油副食,菌菇干货,木耳,塞翁福,1,1,0
2588,粮油副食,菌菇干货,食用菌,京荟堂,0,1,0
2589,粮油副食,菌菇干货,食用菌,富昌,1,1,0
2590,粮油副食,菌菇干货,食用菌,冠莲,1,1,0
2591,粮油副食,菌菇干货,食用菌,盛耳,1,1,0
2592,粮油副食,菌菇干货,食用菌,细珠妈妈,1,1,0
2593,粮油副食,菌菇干货,银耳,盛耳,1,1,0
2594,粮油副食,菌菇干货,银耳,禾煜,0,1,0
2595,粮油副食,菌菇干货,银耳,金唐,1,1,0
2596,粮油副食,菌菇干货,银耳,富昌,1,1,0
2597,粮油副食,菌菇干货,银耳,方家铺子,1,1,0
2598,粮油副食,菌菇干货,银耳,姚朵朵,1,1,0
2599,粮油副食,菌菇干货,银耳,妙味珍,1,1,0
2600,粮油副食,菌菇干货,银耳,冠莲,1,1,0
2601,粮油副食,菌菇干货,银耳,燕之坊,1,1,0
2602,粮油副食,菌菇干货,银耳,杞里香,1,1,0
2603,粮油副食,菌菇干货,银耳,智力,1,1,0
2604,粮油副食,菌菇干货,银耳,青源堂,1,1,0
2605,粮油副食,菌菇干货,银耳,寿全斋,1,1,0
2606,粮油副食,菌菇干货,银耳,好想你,1,1,0
2607,粮油副食,菌菇干货,银耳,塞翁福,1,1,0
2608,粮油副食,菌菇干货,银耳,细珠妈妈,1,1,0
2609,粮油副食,菌菇干货,银耳,SeeSang/鲜享,1,1,0
2610,粮油副食,菌菇干货,银耳,吉得利,1,1,0
2611,粮油副食,菌菇干货,干菜,大麻子,0,1,0
2612,粮油副食,菌菇干货,干菜,荣庆和,0,1,0
2613,粮油副食,菌菇干货,干菜,上好旺,1,1,0
2614,粮油副食,菌菇干货,干菜,贝格棒,0,1,0
2615,粮油副食,菌菇干货,干菜,冠莲,1,1,0
2616,粮油副食,菌菇干货,干菜,钱江,1,1,0
2617,粮油副食,菌菇干货,干菜,五亭,0,1,0
2618,粮油副食,菌菇干货,干菜,BE＆CHEERY/百草味,1,1,0
2619,粮油副食,菌菇干货,海产品,波力,1,1,0
2620,粮油副食,菌菇干货,海产品,禾煜,0,1,0
2621,粮油副食,菌菇干货,海产品,海牌,1,1,0
2622,粮油副食,菌菇干货,海产品,fish's room/渔一半,0,0,0
2623,粮油副食,菌菇干货,海产品,美好时光,1,1,0
2624,粮油副食,菌菇干货,海产品,京荟堂,0,1,0
2625,粮油副食,菌菇干货,海产品,海牌菁品,0,1,0
2626,粮油副食,菌菇干货,海产品,山本山,1,1,0
2627,粮油副食,菌菇干货,海产品,塞翁福,1,1,0
2628,粮油副食,菌菇干货,海产品,Three Squirrels/三只松鼠,1,1,0
2629,粮油副食,菌菇干货,海产品,百年渔港,1,1,0
2630,粮油副食,菌菇干货,海产品,农亨,1,1,0
2631,粮油副食,菌菇干货,海产品,富昌,1,1,0
2632,粮油副食,菌菇干货,枸杞,杞里香,1,1,0
2633,粮油副食,菌菇干货,枸杞,宁安堡,1,1,0
2634,粮油副食,菌菇干货,枸杞,同仁堂,1,0,0
2635,粮油副食,菌菇干货,枸杞,杞都,1,0,0
2636,粮油副食,菌菇干货,枸杞,青源堂,1,1,0
2637,粮油副食,菌菇干货,枸杞,丰凯园实业,1,1,0
2638,粮油副食,菌菇干货,枸杞,禾煜,0,1,0
2639,粮油副食,菌菇干货,枸杞,心中甜,0,1,0
2640,粮油副食,菌菇干货,枸杞,Yalaso/呀啦嗦,1,1,0
2641,粮油副食,菌菇干货,枸杞,福东海,1,1,0
2642,粮油副食,菌菇干货,枸杞,鹤王,1,1,0
2643,粮油副食,菌菇干货,枸杞,百花,1,1,0
2644,粮油副食,菌菇干货,枸杞,以美,1,1,0
2645,粮油副食,菌菇干货,枸杞,半山农,0,1,0
2646,粮油副食,菌菇干货,枸杞,方家铺子,1,1,0
2647,粮油副食,菌菇干货,枸杞,小红樱,1,1,0
2648,粮油副食,菌菇干货,桂圆干/龙眼,盛耳,1,1,0
2649,粮油副食,菌菇干货,桂圆干/龙眼,五分文,1,1,0
2650,粮油副食,菌菇干货,桂圆干/龙眼,八荒,1,1,0
2651,粮油副食,菌菇干货,桂圆干/龙眼,GREEN KING/绿帝,1,1,0
2652,粮油副食,菌菇干货,桂圆干/龙眼,SeeSang/鲜享,1,1,0
2653,粮油副食,菌菇干货,桂圆干/龙眼,金唐,1,1,0
2654,粮油副食,菌菇干货,桂圆干/龙眼,禾煜,0,1,0
2655,粮油副食,菌菇干货,桂圆干/龙眼,冠莲,1,1,0
2656,粮油副食,菌菇干货,桂圆干/龙眼,杞里香,1,1,0
2657,粮油副食,菌菇干货,桂圆干/龙眼,塞翁福,1,1,0
2658,粮油副食,菌菇干货,桂圆干/龙眼,姚朵朵,1,1,0
2659,粮油副食,菌菇干货,桂圆干/龙眼,吉得利,1,1,0
2660,粮油副食,菌菇干货,桂圆干/龙眼,西域美农,1,1,0
2661,粮油副食,菌菇干货,桂圆干/龙眼,京荟堂,0,1,0
2662,粮油副食,菌菇干货,桂圆干/龙眼,富昌,1,1,0
2663,粮油副食,菌菇干货,桂圆干/龙眼,方家铺子,1,1,0
2664,粮油副食,菌菇干货,桂圆干/龙眼,New boundaries/新边界,1,1,0
2665,粮油副食,菌菇干货,桂圆干/龙眼,燕之坊,1,1,0
2666,粮油副食,菌菇干货,桂圆干/龙眼,细珠妈妈,1,1,0
2667,粮油副食,菌菇干货,桂圆干/龙眼,BE＆CHEERY/百草味,1,1,0
2668,粮油副食,方便食品,方便面/粉丝,今麦郎,1,1,0
2669,粮油副食,方便食品,方便面/粉丝,白家陈记,1,1,0
2670,粮油副食,方便食品,方便面/粉丝,陈村,1,1,0
2671,粮油副食,方便食品,方便面/粉丝,螺霸王,1,1,0
2672,粮油副食,方便食品,方便面/粉丝,稻花香,1,1,0
2673,粮油副食,方便食品,方便面/粉丝,霸王花,1,1,1
2674,粮油副食,方便食品,方便面/粉丝,海福盛,1,1,0
2675,粮油副食,方便食品,方便面/粉丝,magic fairy/魔仙子,1,1,0
2676,粮油副食,方便食品,方便面/粉丝,柳全食品,1,1,0
2677,粮油副食,方便食品,方便米饭,三全,1,1,0
2678,粮油副食,方便食品,方便米饭,厨师,1,1,0
2679,粮油副食,方便食品,方便米饭,Hotcook/皓康,1,1,0
2680,粮油副食,方便食品,方便米饭,CP,1,1,0
2681,粮油副食,方便食品,方便米饭,马戏便当,0,1,0
2682,粮油副食,方便食品,方便米饭,宏绿,1,1,0
2683,粮油副食,方便食品,方便米饭,寿哈,1,1,0
2684,粮油副食,方便食品,方便米饭,海地村（韩国）,0,1,0
2685,粮油副食,方便食品,方便米饭,三全,1,1,0
2686,粮油副食,方便食品,方便米饭,厨师,1,1,0
2687,粮油副食,方便食品,方便米饭,Hotcook/皓康,1,1,0
2688,粮油副食,方便食品,方便米饭,CP,1,1,0
2689,粮油副食,方便食品,方便米饭,马戏便当,0,1,0
2690,粮油副食,方便食品,方便米饭,宏绿,1,1,0
2691,粮油副食,方便食品,方便米饭,寿哈,1,1,0
2692,粮油副食,方便食品,方便米饭,海地村（韩国）,0,1,0
2693,粮油副食,方便速食,方便米饭,三全,1,1,0
2694,粮油副食,方便速食,方便米饭,厨师,1,1,0
2695,粮油副食,方便速食,方便米饭,Hotcook/皓康,1,1,0
2696,粮油副食,方便速食,方便米饭,CP,1,1,0
2697,粮油副食,方便速食,方便米饭,马戏便当,0,1,0
2698,粮油副食,方便速食,方便米饭,宏绿,1,1,0
2699,粮油副食,方便速食,方便米饭,寿哈,1,1,0
2700,粮油副食,方便速食,方便米饭,海地村（韩国）,0,1,0
2701,粮油副食,方便速食,方便米饭,三全,1,1,0
2702,粮油副食,方便速食,方便米饭,厨师,1,1,0
2703,粮油副食,方便速食,方便米饭,Hotcook/皓康,1,1,0
2704,粮油副食,方便速食,方便米饭,CP,1,1,0
2705,粮油副食,方便速食,方便米饭,马戏便当,0,1,0
2706,粮油副食,方便速食,方便米饭,宏绿,1,1,0
2707,粮油副食,方便速食,方便米饭,寿哈,1,1,0
2708,粮油副食,方便速食,方便米饭,海地村（韩国）,0,1,0
2709,粮油副食,方便食品,蛋制品,豆本豆,1,1,0
2710,粮油副食,方便食品,蛋制品,沈师傅,1,1,0
2711,粮油副食,方便食品,蛋制品,达利园,1,1,0
2712,粮油副食,方便食品,蛋制品,红太阳,1,1,0
2713,粮油副食,方便食品,蛋制品,润成,1,1,0
2714,粮油副食,方便食品,蛋制品,秦邮,1,1,0
2715,粮油副食,方便食品,蛋制品,杨生记,1,1,0
2716,粮油副食,方便食品,蛋制品,mx/梅香,1,1,0
2717,粮油副食,方便食品,蛋制品,港锦记,0,1,0
2718,粮油副食,方便食品,蛋制品,信钻,1,1,0
2719,粮油副食,方便食品,蛋制品,香巴佬,0,1,0
2720,粮油副食,方便食品,蛋制品,LEASUN FOOD/林家铺子,1,1,0
2721,粮油副食,方便食品,蛋制品,三宝（食品）,1,0,1
2722,粮油副食,方便食品,蛋制品,HERE·V/恒慧,0,0,0
2723,粮油副食,方便食品,蛋制品,淘乡甜,1,1,0
2724,粮油副食,方便食品,蛋制品,喜福来,1,1,0
2725,粮油副食,方便食品,蛋制品,BE＆CHEERY/百草味,1,1,0
2726,粮油副食,方便食品,蛋制品,伊利,1,1,0
2727,粮油副食,方便食品,蛋制品,正康,0,1,0
2728,粮油副食,方便食品,蛋制品,飘零大叔,1,1,0
2729,粮油副食,方便食品,八宝粥,银鹭,1,1,0
2730,粮油副食,方便食品,八宝粥,达利园,1,1,0
2731,粮油副食,方便食品,八宝粥,WAHAHA/娃哈哈,1,1,0
2732,粮油副食,方便食品,八宝粥,十月稻田,1,1,0
2733,粮油副食,方便食品,八宝粥,亲亲,1,1,0
2734,粮油副食,方便食品,八宝粥,海福盛,1,1,0
2735,粮油副食,方便食品,八宝粥,方家铺子,1,1,0
2736,粮油副食,方便食品,八宝粥,塞翁福,1,1,0
2737,粮油副食,方便食品,八宝粥,禾煜,0,1,0
2738,粮油副食,方便食品,八宝粥,黑土优选,0,1,0
2739,粮油副食,方便食品,八宝粥,盛耳,1,1,0
2740,粮油副食,方便食品,八宝粥,Gaia Farm/盖亚农场,1,1,0
2741,粮油副食,方便食品,八宝粥,燕之坊,1,1,0
2742,粮油副食,方便食品,八宝粥,施州,1,1,0
2743,粮油副食,方便食品,八宝粥,美农美季,0,1,0
2744,粮油副食,方便食品,八宝粥,辉业,1,1,0
2745,粮油副食,方便食品,八宝粥,南北通道,0,1,0
2746,粮油副食,方便食品,八宝粥,姚朵朵,1,1,0
2747,粮油副食,方便食品,八宝粥,五芳斋,1,1,0
2748,粮油副食,方便食品,八宝粥,银鹭,1,1,0
2749,粮油副食,方便食品,八宝粥,达利园,1,1,0
2750,粮油副食,方便食品,八宝粥,WAHAHA/娃哈哈,1,1,0
2751,粮油副食,方便食品,八宝粥,十月稻田,1,1,0
2752,粮油副食,方便食品,八宝粥,亲亲,1,1,0
2753,粮油副食,方便食品,八宝粥,海福盛,1,1,0
2754,粮油副食,方便食品,八宝粥,方家铺子,1,1,0
2755,粮油副食,方便食品,八宝粥,塞翁福,1,1,0
2756,粮油副食,方便食品,八宝粥,禾煜,0,1,0
2757,粮油副食,方便食品,八宝粥,黑土优选,0,1,0
2758,粮油副食,方便食品,八宝粥,盛耳,1,1,0
2759,粮油副食,方便食品,八宝粥,Gaia Farm/盖亚农场,1,1,0
2760,粮油副食,方便食品,八宝粥,燕之坊,1,1,0
2761,粮油副食,方便食品,八宝粥,施州,1,1,0
2762,粮油副食,方便食品,八宝粥,美农美季,0,1,0
2763,粮油副食,方便食品,八宝粥,辉业,1,1,0
2764,粮油副食,方便食品,八宝粥,南北通道,0,1,0
2765,粮油副食,方便食品,八宝粥,姚朵朵,1,1,0
2766,粮油副食,方便食品,八宝粥,五芳斋,1,1,0
2767,粮油副食,方便速食,八宝粥,银鹭,1,1,0
2768,粮油副食,方便速食,八宝粥,达利园,1,1,0
2769,粮油副食,方便速食,八宝粥,WAHAHA/娃哈哈,1,1,0
2770,粮油副食,方便速食,八宝粥,十月稻田,1,1,0
2771,粮油副食,方便速食,八宝粥,亲亲,1,1,0
2772,粮油副食,方便速食,八宝粥,海福盛,1,1,0
2773,粮油副食,方便速食,八宝粥,方家铺子,1,1,0
2774,粮油副食,方便速食,八宝粥,塞翁福,1,1,0
2775,粮油副食,方便速食,八宝粥,禾煜,0,1,0
2776,粮油副食,方便速食,八宝粥,黑土优选,0,1,0
2777,粮油副食,方便速食,八宝粥,盛耳,1,1,0
2778,粮油副食,方便速食,八宝粥,Gaia Farm/盖亚农场,1,1,0
2779,粮油副食,方便速食,八宝粥,燕之坊,1,1,0
2780,粮油副食,方便速食,八宝粥,施州,1,1,0
2781,粮油副食,方便速食,八宝粥,美农美季,0,1,0
2782,粮油副食,方便速食,八宝粥,辉业,1,1,0
2783,粮油副食,方便速食,八宝粥,南北通道,0,1,0
2784,粮油副食,方便速食,八宝粥,姚朵朵,1,1,0
2785,粮油副食,方便速食,八宝粥,五芳斋,1,1,0
2786,粮油副食,方便速食,八宝粥,银鹭,1,1,0
2787,粮油副食,方便速食,八宝粥,达利园,1,1,0
2788,粮油副食,方便速食,八宝粥,WAHAHA/娃哈哈,1,1,0
2789,粮油副食,方便速食,八宝粥,十月稻田,1,1,0
2790,粮油副食,方便速食,八宝粥,亲亲,1,1,0
2791,粮油副食,方便速食,八宝粥,海福盛,1,1,0
2792,粮油副食,方便速食,八宝粥,方家铺子,1,1,0
2793,粮油副食,方便速食,八宝粥,塞翁福,1,1,0
2794,粮油副食,方便速食,八宝粥,禾煜,0,1,0
2795,粮油副食,方便速食,八宝粥,黑土优选,0,1,0
2796,粮油副食,方便速食,八宝粥,盛耳,1,1,0
2797,粮油副食,方便速食,八宝粥,Gaia Farm/盖亚农场,1,1,0
2798,粮油副食,方便速食,八宝粥,燕之坊,1,1,0
2799,粮油副食,方便速食,八宝粥,施州,1,1,0
2800,粮油副食,方便速食,八宝粥,美农美季,0,1,0
2801,粮油副食,方便速食,八宝粥,辉业,1,1,0
2802,粮油副食,方便速食,八宝粥,南北通道,0,1,0
2803,粮油副食,方便速食,八宝粥,姚朵朵,1,1,0
2804,粮油副食,方便速食,八宝粥,五芳斋,1,1,0
2805,粮油副食,方便食品,火腿肠,双汇,1,1,0
2806,粮油副食,方便食品,火腿肠,金锣,1,1,0
2807,粮油副食,方便食品,火腿肠,秋林,1,1,0
2808,粮油副食,方便食品,火腿肠,林道斯,1,1,0
2809,粮油副食,方便食品,火腿肠,HERE·V/恒慧,0,0,0
2810,粮油副食,方便食品,火腿肠,金字,1,1,0
2811,粮油副食,方便食品,火腿肠,ZEK,1,1,0
2812,粮油副食,方便食品,火腿肠,香海,1,1,0
2813,粮油副食,方便食品,火腿肠,悠猴 和他的朋友,1,1,0
2814,粮油副食,方便食品,火腿肠,水军,1,1,0
2815,粮油副食,方便食品,火腿肠,康师傅,1,1,0
2816,粮油副食,方便食品,火腿肠,来伊份,1,1,0
2817,粮油副食,方便食品,火腿肠,家乡人,1,1,0
2818,粮油副食,方便食品,火腿肠,海牌菁品,0,1,0
2819,粮油副食,方便食品,火腿肠,农心,1,1,0
2820,粮油副食,方便食品,火腿肠,惠通,1,1,0
2821,粮油副食,方便食品,火腿肠,清净园,1,1,1
2822,粮油副食,方便食品,火腿肠,果仙多维 V,1,1,0
2823,粮油副食,方便食品,火腿肠,海福盛,1,1,0
2824,粮油副食,方便食品,火腿肠,YOKEN/怡亲,1,1,0
2825,粮油副食,方便食品,火腿肠,双汇,1,1,0
2826,粮油副食,方便食品,火腿肠,金锣,1,1,0
2827,粮油副食,方便食品,火腿肠,秋林,1,1,0
2828,粮油副食,方便食品,火腿肠,林道斯,1,1,0
2829,粮油副食,方便食品,火腿肠,HERE·V/恒慧,0,0,0
2830,粮油副食,方便食品,火腿肠,金字,1,1,0
2831,粮油副食,方便食品,火腿肠,ZEK,1,1,0
2832,粮油副食,方便食品,火腿肠,香海,1,1,0
2833,粮油副食,方便食品,火腿肠,悠猴 和他的朋友,1,1,0
2834,粮油副食,方便食品,火腿肠,水军,1,1,0
2835,粮油副食,方便食品,火腿肠,康师傅,1,1,0
2836,粮油副食,方便食品,火腿肠,来伊份,1,1,0
2837,粮油副食,方便食品,火腿肠,家乡人,1,1,0
2838,粮油副食,方便食品,火腿肠,海牌菁品,0,1,0
2839,粮油副食,方便食品,火腿肠,农心,1,1,0
2840,粮油副食,方便食品,火腿肠,惠通,1,1,0
2841,粮油副食,方便食品,火腿肠,清净园,1,1,1
2842,粮油副食,方便食品,火腿肠,果仙多维 V,1,1,0
2843,粮油副食,方便食品,火腿肠,海福盛,1,1,0
2844,粮油副食,方便食品,火腿肠,YOKEN/怡亲,1,1,0
2845,粮油副食,方便速食,火腿肠,双汇,1,1,0
2846,粮油副食,方便速食,火腿肠,金锣,1,1,0
2847,粮油副食,方便速食,火腿肠,秋林,1,1,0
2848,粮油副食,方便速食,火腿肠,林道斯,1,1,0
2849,粮油副食,方便速食,火腿肠,HERE·V/恒慧,0,0,0
2850,粮油副食,方便速食,火腿肠,金字,1,1,0
2851,粮油副食,方便速食,火腿肠,ZEK,1,1,0
2852,粮油副食,方便速食,火腿肠,香海,1,1,0
2853,粮油副食,方便速食,火腿肠,悠猴 和他的朋友,1,1,0
2854,粮油副食,方便速食,火腿肠,水军,1,1,0
2855,粮油副食,方便速食,火腿肠,康师傅,1,1,0
2856,粮油副食,方便速食,火腿肠,来伊份,1,1,0
2857,粮油副食,方便速食,火腿肠,家乡人,1,1,0
2858,粮油副食,方便速食,火腿肠,海牌菁品,0,1,0
2859,粮油副食,方便速食,火腿肠,农心,1,1,0
2860,粮油副食,方便速食,火腿肠,惠通,1,1,0
2861,粮油副食,方便速食,火腿肠,清净园,1,1,1
2862,粮油副食,方便速食,火腿肠,果仙多维 V,1,1,0
2863,粮油副食,方便速食,火腿肠,海福盛,1,1,0
2864,粮油副食,方便速食,火腿肠,YOKEN/怡亲,1,1,0
2865,粮油副食,方便速食,火腿肠,双汇,1,1,0
2866,粮油副食,方便速食,火腿肠,金锣,1,1,0
2867,粮油副食,方便速食,火腿肠,秋林,1,1,0
2868,粮油副食,方便速食,火腿肠,林道斯,1,1,0
2869,粮油副食,方便速食,火腿肠,HERE·V/恒慧,0,0,0
2870,粮油副食,方便速食,火腿肠,金字,1,1,0
2871,粮油副食,方便速食,火腿肠,ZEK,1,1,0
2872,粮油副食,方便速食,火腿肠,香海,1,1,0
2873,粮油副食,方便速食,火腿肠,悠猴 和他的朋友,1,1,0
2874,粮油副食,方便速食,火腿肠,水军,1,1,0
2875,粮油副食,方便速食,火腿肠,康师傅,1,1,0
2876,粮油副食,方便速食,火腿肠,来伊份,1,1,0
2877,粮油副食,方便速食,火腿肠,家乡人,1,1,0
2878,粮油副食,方便速食,火腿肠,海牌菁品,0,1,0
2879,粮油副食,方便速食,火腿肠,农心,1,1,0
2880,粮油副食,方便速食,火腿肠,惠通,1,1,0
2881,粮油副食,方便速食,火腿肠,清净园,1,1,1
2882,粮油副食,方便速食,火腿肠,果仙多维 V,1,1,0
2883,粮油副食,方便速食,火腿肠,海福盛,1,1,0
2884,粮油副食,方便速食,火腿肠,YOKEN/怡亲,1,1,0
2885,粮油副食,方便食品,罐头食品,BDH/北戴河,1,1,0
2886,粮油副食,方便食品,罐头食品,whiskas/伟嘉,1,1,0
2887,粮油副食,方便食品,罐头食品,LEASUN FOOD/林家铺子,1,1,0
2888,粮油副食,方便食品,罐头食品,MALING/梅林,1,1,0
2889,粮油副食,方便食品,罐头食品,粤花,1,1,0
2890,粮油副食,方便食品,罐头食品,GOLD SAKURA/金樱花,0,1,0
2891,粮油副食,方便食品,速食汤,苏伯,1,1,0
2892,粮油副食,方便食品,速食汤,家乐,1,1,0
2893,粮油副食,方便食品,速食汤,京遥,1,1,0
2894,粮油副食,方便食品,速食汤,康师傅,1,1,0
2895,粮油副食,方便食品,速食汤,新美香,0,1,0
2896,粮油副食,方便食品,速食汤,阿一波,1,1,0
2897,粮油副食,方便食品,速食汤,逍遥老杨家,1,1,0
2898,粮油副食,方便食品,速食汤,MAGGI/美极,1,1,0
2899,粮油副食,方便食品,速食汤,海福盛,1,1,0
2900,粮油副食,方便食品,速食汤,NISSIN/日清,1,1,1
2901,粮油副食,方便食品,速食汤,金龙鱼,1,1,0
2902,粮油副食,方便食品,速食汤,金沙河,1,1,0
2903,粮油副食,方便食品,速食汤,骄子牧场,1,1,0
2904,粮油副食,方便食品,速食汤,统一,1,1,1
2905,粮油副食,方便食品,速食汤,AJISEN RAMEN/味千拉面,1,1,0
2906,粮油副食,方便食品,速食汤,农心,1,1,0
2907,粮油副食,方便食品,速食汤,老刘头,1,1,0
2908,粮油副食,方便食品,速食汤,寿全斋,1,1,0
2909,粮油副食,方便食品,速食汤,顾大嫂,1,1,0
2910,粮油副食,方便食品,速食汤,出前一丁,1,1,0
2911,粮油副食,方便食品,速食汤,苏伯,1,1,0
2912,粮油副食,方便食品,速食汤,家乐,1,1,0
2913,粮油副食,方便食品,速食汤,京遥,1,1,0
2914,粮油副食,方便食品,速食汤,康师傅,1,1,0
2915,粮油副食,方便食品,速食汤,新美香,0,1,0
2916,粮油副食,方便食品,速食汤,阿一波,1,1,0
2917,粮油副食,方便食品,速食汤,逍遥老杨家,1,1,0
2918,粮油副食,方便食品,速食汤,MAGGI/美极,1,1,0
2919,粮油副食,方便食品,速食汤,海福盛,1,1,0
2920,粮油副食,方便食品,速食汤,NISSIN/日清,1,1,1
2921,粮油副食,方便食品,速食汤,金龙鱼,1,1,0
2922,粮油副食,方便食品,速食汤,金沙河,1,1,0
2923,粮油副食,方便食品,速食汤,骄子牧场,1,1,0
2924,粮油副食,方便食品,速食汤,统一,1,1,1
2925,粮油副食,方便食品,速食汤,AJISEN RAMEN/味千拉面,1,1,0
2926,粮油副食,方便食品,速食汤,农心,1,1,0
2927,粮油副食,方便食品,速食汤,老刘头,1,1,0
2928,粮油副食,方便食品,速食汤,寿全斋,1,1,0
2929,粮油副食,方便食品,速食汤,顾大嫂,1,1,0
2930,粮油副食,方便食品,速食汤,出前一丁,1,1,0
2931,粮油副食,方便速食,速食汤,苏伯,1,1,0
2932,粮油副食,方便速食,速食汤,家乐,1,1,0
2933,粮油副食,方便速食,速食汤,京遥,1,1,0
2934,粮油副食,方便速食,速食汤,康师傅,1,1,0
2935,粮油副食,方便速食,速食汤,新美香,0,1,0
